,loss,accuracy,val_loss,val_accuracy
0,0.46027857065200806,0.7820000052452087,1.1288225650787354,0.5
1,0.2671836018562317,0.8989999890327454,2.4893875122070312,0.5
2,0.2508349120616913,0.9110000133514404,2.562316656112671,0.5
3,0.22285787761211395,0.9269999861717224,2.7204818725585938,0.5
4,0.19905750453472137,0.9279999732971191,1.8986618518829346,0.5
5,0.1586485207080841,0.9440000057220459,1.6328990459442139,0.5
6,0.19474495947360992,0.9200000166893005,1.1614711284637451,0.5
7,0.15119650959968567,0.9509999752044678,1.01295006275177,0.5
8,0.13867861032485962,0.9480000138282776,1.0423297882080078,0.5
9,0.16343507170677185,0.949999988079071,0.8449339866638184,0.503333330154419
10,0.12800855934619904,0.9620000123977661,0.5744606256484985,0.6700000166893005
11,0.15618333220481873,0.9419999718666077,0.29608502984046936,0.8899999856948853
12,0.1397499144077301,0.949999988079071,0.19924816489219666,0.9200000166893005
13,0.1369732767343521,0.953000009059906,0.24552816152572632,0.8933333158493042
14,0.1297486424446106,0.9539999961853027,0.2292950451374054,0.8899999856948853
15,0.108885258436203,0.9539999961853027,0.15834595263004303,0.9333333373069763
16,0.11077987402677536,0.9589999914169312,0.16644756495952606,0.9300000071525574
17,0.14620652794837952,0.9470000267028809,0.15823327004909515,0.9300000071525574
18,0.1151517778635025,0.9580000042915344,0.15325108170509338,0.9399999976158142
19,0.12686476111412048,0.9539999961853027,0.2553533911705017,0.8866666555404663
20,0.11619734764099121,0.953000009059906,0.25750410556793213,0.8733333349227905
21,0.11194918304681778,0.9539999961853027,0.21193300187587738,0.8899999856948853
22,0.12903301417827606,0.9520000219345093,0.16955524682998657,0.9200000166893005
23,0.12168363481760025,0.9559999704360962,0.1855299323797226,0.9166666865348816
24,0.10971004515886307,0.9580000042915344,0.2017156481742859,0.9100000262260437
25,0.08981501311063766,0.9710000157356262,0.15070387721061707,0.9433333277702332
26,0.106089286506176,0.9620000123977661,0.1847650557756424,0.9266666769981384
27,0.08795985579490662,0.9750000238418579,0.12219732999801636,0.9633333086967468
28,0.08637605607509613,0.9729999899864197,0.18420787155628204,0.9100000262260437
29,0.0940217599272728,0.9679999947547913,0.3441371023654938,0.8733333349227905
30,0.09491274505853653,0.9700000286102295,0.18247713148593903,0.9300000071525574
31,0.10960452258586884,0.9570000171661377,0.20096801221370697,0.9100000262260437
32,0.07863442599773407,0.9670000076293945,0.21965476870536804,0.9066666960716248
33,0.07973485440015793,0.9769999980926514,0.3658466041088104,0.8633333444595337
34,0.09060756862163544,0.9660000205039978,0.17802917957305908,0.9066666960716248
35,0.06694744527339935,0.9789999723434448,0.1786297708749771,0.9200000166893005
36,0.09014842659235,0.9739999771118164,0.1387144923210144,0.9466666579246521
37,0.07274272292852402,0.9750000238418579,0.17448623478412628,0.9200000166893005
38,0.0612935833632946,0.9789999723434448,0.16550864279270172,0.9333333373069763
39,0.05540173500776291,0.9810000061988831,0.1089552566409111,0.9466666579246521
40,0.07489369809627533,0.9739999771118164,0.1629679799079895,0.9200000166893005
41,0.049020323902368546,0.9800000190734863,0.20037993788719177,0.903333306312561
42,0.06376053392887115,0.9810000061988831,0.18856734037399292,0.9200000166893005
43,0.0557834766805172,0.9819999933242798,0.195948988199234,0.9133333563804626
44,0.0864090621471405,0.9679999947547913,0.30290088057518005,0.8733333349227905
45,0.07584324479103088,0.9789999723434448,0.1779199242591858,0.9166666865348816
46,0.06601923704147339,0.9800000190734863,0.17611920833587646,0.9166666865348816
47,0.08395250141620636,0.9710000157356262,0.12501099705696106,0.9433333277702332
48,0.06443179398775101,0.9789999723434448,0.16225063800811768,0.9266666769981384
49,0.06212616711854935,0.9800000190734863,0.17552831768989563,0.9366666674613953
50,0.0513324961066246,0.9800000190734863,0.10716935247182846,0.9733333587646484
51,0.05133192986249924,0.9829999804496765,0.1299271583557129,0.9466666579246521
52,0.05521981418132782,0.9769999980926514,0.15996746718883514,0.9399999976158142
53,0.06536219269037247,0.9789999723434448,0.15658195316791534,0.9366666674613953
54,0.05661742389202118,0.9779999852180481,0.19020171463489532,0.9266666769981384
55,0.07696256786584854,0.9739999771118164,0.17913654446601868,0.903333306312561
56,0.041314344853162766,0.9869999885559082,0.17899072170257568,0.903333306312561
57,0.05830535292625427,0.9810000061988831,0.3556267321109772,0.8733333349227905
